venta_id	producto_id	cantidad
4	54	14
4	55	53
4	56	57
4	57	18
4	58	11
4	59	43
4	60	17
4	61	49
4	62	32
4	63	55
4	64	15
4	65	53
4	66	57
4	67	14
4	68	42
4	69	57
4	70	48
4	71	57
4	72	33
4	73	34
4	74	12
4	75	51
4	76	54
4	77	58
4	78	15
4	79	44
4	80	16
4	81	37
4	82	26
4	83	10
4	84	14
4	85	29
4	86	44
4	87	21
4	88	16
4	89	56
4	90	20
4	91	26
4	92	58
4	93	48
4	94	59
4	95	40
4	96	12
4	97	31
4	98	10
4	99	47
4	100	44
4	101	19
4	102	54
4	103	52
4	104	35
4	105	11
4	106	43
4	107	21
4	108	17
4	109	10
4	110	42
4	111	17
4	112	50
4	113	37
4	114	27
4	115	14
4	116	29
4	117	42
4	118	14
4	119	37
4	120	31
4	121	33
4	122	14
4	123	12
4	124	59
4	125	47
4	126	48
4	127	39
4	128	40
4	129	21
4	130	29
4	131	21
4	132	58
4	133	13
4	134	34
4	135	20
4	136	41
4	137	35
4	138	40
4	139	35
4	140	47
4	141	18
4	142	43
4	143	49
4	144	54
4	145	14
4	146	50
4	147	45
4	148	16
4	149	36
4	150	21
4	151	41
4	152	27
4	153	55
4	154	32
4	155	35
4	156	18
4	157	25
4	158	14
4	159	35
4	160	23
4	161	49
4	162	13
4	163	12
4	164	10
4	165	55
4	166	32
4	167	38
4	168	34
4	169	47
4	170	21
4	171	56
4	172	53
4	173	37
4	174	18
4	175	20
4	176	37
5	1	14
5	2	59
5	3	29
5	4	33
5	5	65
5	6	76
5	7	35
5	8	78
5	9	62
5	10	67
5	11	67
5	12	56
5	13	68
5	14	22
5	15	36
5	16	33
5	17	50
5	18	71
5	19	52
5	20	38
5	21	26
5	22	77
5	23	12
5	24	32
5	25	46
5	26	51
5	27	39
5	28	32
5	29	33
5	30	58
5	31	40
5	32	17
5	33	27
5	34	72
5	35	59
5	36	67
5	37	10
5	38	50
5	39	69
5	40	45
5	41	79
5	42	38
5	43	13
5	44	13
5	45	19
5	46	43
5	47	80
5	48	48
5	49	63
5	50	18
5	51	33
5	52	33
5	53	55
5	54	26
5	55	27
5	56	48
5	57	76
5	58	13
5	59	43
5	60	24
5	61	50
5	62	28
5	63	53
5	64	28
5	65	41
5	66	41
5	67	72
5	68	15
5	69	63
5	70	49
5	71	46
5	72	72
5	73	70
5	74	55
5	75	54
5	76	24
5	77	22
5	78	25
5	79	52
5	80	33
5	81	72
5	82	35
5	83	23
5	84	73
5	85	71
5	86	54
5	87	50
5	88	80
5	89	24
5	90	13
5	91	57
5	92	22
5	93	71
5	94	67
5	95	40
5	96	62
5	97	38
5	98	67
5	99	66
5	100	52
5	101	52
5	102	21
5	103	12
5	104	57
5	105	28
5	106	32
5	107	66
5	108	12
5	109	63
5	110	57
5	111	18
5	112	51
5	113	48
5	114	78
5	115	24
5	116	19
5	117	12
5	118	64
5	119	63
5	120	40
5	121	74
5	122	28
5	123	51
5	124	17
5	125	66
5	126	57
5	127	79
5	128	71
5	129	40
5	130	46
5	131	28
5	132	67
5	133	27
5	134	68
5	135	34
5	136	28
5	137	30
5	138	56
5	139	40
5	140	21
5	141	46
5	142	17
5	143	78
5	144	47
5	145	62
5	146	16
5	147	28
5	148	11
5	149	30
5	150	40
5	151	30
5	152	20
5	153	71
5	154	72
5	155	68
5	156	44
5	157	79
5	158	37
5	159	12
5	160	79
5	161	65
5	162	10
5	163	57
5	164	32
5	165	51
5	166	80
5	167	25
5	168	16
5	169	69
5	170	71
5	171	69
5	172	50
5	173	34
5	174	10
5	175	80
5	176	79
6	1	55
6	2	35
6	3	52
6	4	43
6	5	48
6	6	53
6	7	10
6	8	35
6	9	31
6	10	44
6	11	12
6	12	23
6	13	19
6	14	16
6	15	15
6	16	16
6	17	25
6	18	17
6	19	52
6	20	46
6	21	13
6	22	18
6	23	43
6	24	47
6	25	48
6	26	40
6	27	45
6	28	43
6	29	20
6	30	12
6	31	41
6	32	56
6	33	48
6	34	12
6	35	60
6	36	51
6	37	15
6	38	12
6	39	59
6	40	45
6	41	39
6	42	49
6	43	18
6	44	36
6	45	15
6	46	58
6	47	33
6	48	33
6	49	56
6	50	19
6	51	19
6	52	28
6	53	22
6	54	19
6	55	17
6	56	19
6	57	33
6	58	48
6	59	32
6	60	54
6	61	14
6	62	52
6	63	53
6	64	49
6	65	28
6	66	32
6	67	15
6	68	21
6	69	51
6	70	31
6	71	40
6	72	50
6	73	17
6	74	26
6	75	19
6	76	57
6	77	15
6	78	49
6	79	37
6	80	30
6	81	29
6	82	45
6	83	25
6	84	33
6	85	29
6	86	38
6	87	40
6	88	25
6	89	49
6	90	57
6	91	25
6	92	47
6	93	48
6	94	40
6	95	44
6	96	42
6	97	16
6	98	47
6	99	26
6	100	29
6	101	60
6	102	48
6	103	50
6	104	48
6	105	27
6	106	33
6	107	22
6	108	53
6	109	38
6	110	22
6	111	35
6	112	50
6	113	32
6	114	54
6	115	11
6	116	37
6	117	38
6	118	21
6	119	31
6	120	30
6	121	49
6	122	42
6	123	54
6	124	31
6	125	38
6	126	34
6	127	48
6	128	27
6	129	32
6	130	18
6	131	37
6	132	17
6	133	19
6	134	31
6	135	39
6	136	39
6	137	20
6	138	25
6	139	56
6	140	41
6	141	27
6	142	55
6	143	30
6	144	27
6	145	37
6	146	45
6	147	50
6	148	57
6	149	21
6	150	26
6	151	57
6	152	46
6	153	51
6	154	55
6	155	13
6	156	40
6	157	51
6	158	25
6	159	13
6	160	31
6	161	57
6	162	27
6	163	56
6	164	37
6	165	59
6	166	21
6	167	21
6	168	34
6	169	45
6	170	12
6	171	16
6	172	34
6	173	13
6	174	53
6	175	12
6	176	45
7	1	16
7	2	28
7	3	42
7	4	23
7	5	40
7	6	30
7	7	31
7	8	13
7	9	23
7	10	27
7	11	17
7	12	4
7	13	18
7	14	28
7	15	36
7	16	45
7	17	14
7	18	38
7	19	46
7	20	15
7	21	40
7	22	3
7	23	49
7	24	30
7	25	6
7	26	42
7	27	40
7	28	22
7	29	43
7	30	47
7	31	5
7	32	36
7	33	12
7	34	3
7	35	33
7	36	1
7	37	11
7	38	1
7	39	25
7	40	20
7	41	25
7	42	13
7	43	41
7	44	14
7	45	50
7	46	4
7	47	22
7	48	0
7	49	34
7	50	20
7	51	48
7	52	29
7	53	2
7	54	25
7	55	15
7	56	3
7	57	20
7	58	40
7	59	41
7	60	33
7	61	41
7	62	5
7	63	4
7	64	8
7	65	27
7	66	12
7	67	28
7	68	2
7	69	29
7	70	39
7	71	7
7	72	19
7	73	23
7	74	8
7	75	23
7	76	39
7	77	24
7	78	6
7	79	7
7	80	18
7	81	19
7	82	41
7	83	47
7	84	11
7	85	18
7	86	6
7	87	26
7	88	11
7	89	30
7	90	15
7	91	38
7	92	42
7	93	45
7	94	48
7	95	5
7	96	32
7	97	45
7	98	28
7	99	3
7	100	36
7	101	17
7	102	30
7	103	47
7	104	46
7	105	37
7	106	47
7	107	22
7	108	20
7	109	35
7	110	13
7	111	10
7	112	15
7	113	42
7	114	15
7	115	1
7	116	12
7	117	6
7	118	47
7	119	12
7	120	22
7	121	24
7	122	2
7	123	43
7	124	3
7	125	41
7	126	42
7	127	36
7	128	4
7	129	16
7	130	16
7	131	33
7	132	14
7	133	22
7	134	20
7	135	34
7	136	10
7	137	48
7	138	9
7	139	2
7	140	33
7	141	7
7	142	38
7	143	17
7	144	23
7	145	12
7	146	42
7	147	22
7	148	36
7	149	14
7	150	11
7	151	14
7	152	37
7	153	43
7	154	1
7	155	31
7	156	49
7	157	1
7	158	11
7	159	1
7	160	24
7	161	17
7	162	14
7	163	18
7	164	50
7	165	43
7	166	13
7	167	40
7	168	10
7	169	31
7	170	24
7	171	27
7	172	12
7	173	31
7	174	17
7	175	44
7	176	18
8	1	7
8	2	34
8	3	49
8	4	40
8	5	3
8	6	47
8	7	25
8	8	33
8	9	40
8	10	0
8	11	32
8	12	9
8	13	0
8	14	27
8	15	30
8	16	20
8	17	9
8	18	38
8	19	9
8	20	34
8	21	43
8	22	10
8	23	23
8	24	34
8	25	1
8	26	5
8	27	23
8	28	0
8	29	32
8	30	9
8	31	50
8	32	20
8	33	2
8	34	1
8	35	49
8	36	38
8	37	46
8	38	15
8	39	40
8	40	3
8	41	46
8	42	17
8	43	1
8	44	3
8	45	12
8	46	2
8	47	26
8	48	21
8	49	27
8	50	20
8	51	23
8	52	2
8	53	45
8	54	17
8	55	0
8	56	2
8	57	9
8	58	41
8	59	27
8	60	10
8	61	21
8	62	23
8	63	3
8	64	50
8	65	35
8	66	25
8	67	23
8	68	39
8	69	24
8	70	5
8	71	4
8	72	7
8	73	24
8	74	49
8	75	21
8	76	10
8	77	36
8	78	49
8	79	37
8	80	38
8	81	30
8	82	35
8	83	33
8	84	9
8	85	0
8	86	24
8	87	16
8	88	10
8	89	4
8	90	42
8	91	45
8	92	50
8	93	13
8	94	18
8	95	49
8	96	39
8	97	50
8	98	31
8	99	5
8	100	35
8	101	6
8	102	27
8	103	17
8	104	4
8	105	19
8	106	32
8	107	1
8	108	12
8	109	8
8	110	3
8	111	43
8	112	4
8	113	43
8	114	1
8	115	30
8	116	47
8	117	41
8	118	13
8	119	44
8	120	27
8	121	7
8	122	5
8	123	6
8	124	14
8	125	2
8	126	18
8	127	36
8	128	23
8	129	8
8	130	21
8	131	31
8	132	41
8	133	13
8	134	44
8	135	26
8	136	2
8	137	32
8	138	1
8	139	13
8	140	13
8	141	25
8	142	34
8	143	48
8	144	33
8	145	22
8	146	14
8	147	1
8	148	17
8	149	33
8	150	11
8	151	6
8	152	0
8	153	31
8	154	3
8	155	26
8	156	20
8	157	23
8	158	5
8	159	8
8	160	24
8	161	46
8	162	5
8	163	39
8	164	30
8	165	31
8	166	15
8	167	34
8	168	25
8	169	22
8	170	38
8	171	20
8	172	39
8	173	34
8	174	2
8	175	11
8	176	50
9	1	14
9	2	20
9	3	8
9	4	33
9	5	38
9	6	42
9	7	46
9	8	4
9	9	32
9	10	48
9	11	43
9	12	18
9	13	16
9	14	24
9	15	24
9	16	45
9	17	4
9	18	36
9	19	17
9	20	29
9	21	41
9	22	18
9	23	18
9	24	37
9	25	30
9	26	38
9	27	0
9	28	37
9	29	34
9	30	10
9	31	48
9	32	8
9	33	50
9	34	21
9	35	6
9	36	18
9	37	22
9	38	5
9	39	12
9	40	44
9	41	34
9	42	37
9	43	32
9	44	49
9	45	47
9	46	38
9	47	48
9	48	27
9	49	43
9	50	32
9	51	33
9	52	15
9	53	31
9	54	7
9	55	46
9	56	6
9	57	46
9	58	8
9	59	6
9	60	5
9	61	9
9	62	31
9	63	24
9	64	29
9	65	21
9	66	20
9	67	35
9	68	16
9	69	24
9	70	24
9	71	46
9	72	7
9	73	50
9	74	26
9	75	32
9	76	30
9	77	3
9	78	26
9	79	23
9	80	36
9	81	11
9	82	48
9	83	4
9	84	30
9	85	34
9	86	32
9	87	6
9	88	38
9	89	21
9	90	40
9	91	37
9	92	15
9	93	13
9	94	23
9	95	23
9	96	49
9	97	21
9	98	12
9	99	49
9	100	2
9	101	20
9	102	44
9	103	4
9	104	44
9	105	3
9	106	36
9	107	20
9	108	44
9	109	6
9	110	1
9	111	40
9	112	43
9	113	44
9	114	42
9	115	27
9	116	8
9	117	11
9	118	34
9	119	34
9	120	17
9	121	35
9	122	23
9	123	12
9	124	42
9	125	21
9	126	31
9	127	42
9	128	13
9	129	42
9	130	19
9	131	22
9	132	1
9	133	41
9	134	50
9	135	24
9	136	21
9	137	33
9	138	3
9	139	17
9	140	26
9	141	27
9	142	9
9	143	15
9	144	49
9	145	48
9	146	43
9	147	19
9	148	18
9	149	34
9	150	14
9	151	20
9	152	6
9	153	24
9	154	48
9	155	19
9	156	0
9	157	48
9	158	37
9	159	40
9	160	39
9	161	26
9	162	14
9	163	43
9	164	20
9	165	23
9	166	2
9	167	46
9	168	18
9	169	6
9	170	27
9	171	13
9	172	38
9	173	47
9	174	21
9	175	16
9	176	15
10	1	40
10	2	13
10	3	36
10	4	30
10	5	32
10	6	59
10	7	38
10	8	54
10	9	43
10	10	47
10	11	44
10	12	17
10	13	45
10	14	11
10	15	13
10	16	25
10	17	23
10	18	33
10	19	35
10	20	15
10	21	11
10	22	53
10	23	20
10	24	30
10	25	33
10	26	13
10	27	57
10	28	33
10	29	38
10	30	29
10	31	21
10	32	60
10	33	24
10	34	31
10	35	25
10	36	20
10	37	16
10	38	10
10	39	43
10	40	22
10	41	24
10	42	45
10	43	40
10	44	54
10	45	40
10	46	28
10	47	12
10	48	17
10	49	41
10	50	40
10	51	19
10	52	15
10	53	58
10	54	34
10	55	35
10	56	12
10	57	49
10	58	48
10	59	32
10	60	57
10	61	25
10	62	47
10	63	47
10	64	34
10	65	21
10	66	45
10	67	50
10	68	54
10	69	11
10	70	33
10	71	23
10	72	55
10	73	46
10	74	57
10	75	32
10	76	32
10	77	52
10	78	55
10	79	58
10	80	13
10	81	33
10	82	18
10	83	30
10	84	36
10	85	30
10	86	31
10	87	55
10	88	22
10	89	38
10	90	12
10	91	38
10	92	43
10	93	39
10	94	57
10	95	58
10	96	57
10	97	49
10	98	14
10	99	16
10	100	28
10	101	31
10	102	12
10	103	59
10	104	47
10	105	47
10	106	32
10	107	11
10	108	50
10	109	57
10	110	21
10	111	26
10	112	60
10	113	60
10	114	59
10	115	54
10	116	31
10	117	37
10	118	31
10	119	35
10	120	19
10	121	32
10	122	45
10	123	15
10	124	34
10	125	15
10	126	11
10	127	54
10	128	23
10	129	46
10	130	48
10	131	42
10	132	55
10	133	37
10	134	12
10	135	40
10	136	55
10	137	42
10	138	37
10	139	48
10	140	18
10	141	39
10	142	27
10	143	10
10	144	12
10	145	21
10	146	56
10	147	58
10	148	60
10	149	16
10	150	44
10	151	59
10	152	51
10	153	16
10	154	21
10	155	50
10	156	21
10	157	48
10	158	17
10	159	32
10	160	48
10	161	35
10	162	20
10	163	35
10	164	57
10	165	15
10	166	50
10	167	42
10	168	50
10	169	11
10	170	49
10	171	51
10	172	45
10	173	11
10	174	14
10	175	29
10	176	41
11	1	74
11	2	61
11	3	74
11	4	34
11	5	80
11	6	77
11	7	62
11	8	72
11	9	22
11	10	25
11	11	51
11	12	29
11	13	53
11	14	26
11	15	34
11	16	12
11	17	17
11	18	40
11	19	68
11	20	69
11	21	61
11	22	18
11	23	40
11	24	63
11	25	45
11	26	27
11	27	61
11	28	72
11	29	27
11	30	52
11	31	25
11	32	32
11	33	75
11	34	58
11	35	56
11	36	23
11	37	79
11	38	34
11	39	66
11	40	77
11	41	37
11	42	14
11	43	19
11	44	43
11	45	77
11	46	35
11	47	76
11	48	53
11	49	25
11	50	31
11	51	69
11	52	28
11	53	67
11	54	29
11	55	75
11	56	65
11	57	21
11	58	42
11	59	67
11	60	59
11	61	10
11	62	79
11	63	70
11	64	32
11	65	11
11	66	21
11	67	62
11	68	25
11	69	71
11	70	58
11	71	68
11	72	13
11	73	63
11	74	57
11	75	14
11	76	31
11	77	31
11	78	54
11	79	25
11	80	26
11	81	44
11	82	62
11	83	25
11	84	74
11	85	73
11	86	63
11	87	12
11	88	78
11	89	59
11	90	52
11	91	75
11	92	67
11	93	30
11	94	12
11	95	29
11	96	30
11	97	55
11	98	31
11	99	54
11	100	26
11	101	27
11	102	49
11	103	13
11	104	48
11	105	52
11	106	35
11	107	11
11	108	80
11	109	76
11	110	56
11	111	46
11	112	52
11	113	41
11	114	39
11	115	64
11	116	50
11	117	50
11	118	19
11	119	77
11	120	33
11	121	67
11	122	15
11	123	77
11	124	46
11	125	61
11	126	14
11	127	19
11	128	43
11	129	80
11	130	48
11	131	62
11	132	15
11	133	21
11	134	49
11	135	32
11	136	72
11	137	43
11	138	61
11	139	24
11	140	72
11	141	62
11	142	14
11	143	16
11	144	29
11	145	18
11	146	65
11	147	46
11	148	26
11	149	54
11	150	40
11	151	29
11	152	15
11	153	51
11	154	58
11	155	54
11	156	18
11	157	59
11	158	19
11	159	51
11	160	45
11	161	62
11	162	26
11	163	76
11	164	80
11	165	22
11	166	70
11	167	65
11	168	33
11	169	31
11	170	47
11	171	62
11	172	19
11	173	40
11	174	63
11	175	42
11	176	13
12	1	73
12	2	30
12	3	65
12	4	14
12	5	78
12	6	53
12	7	21
12	8	78
12	9	33
12	10	64
12	11	69
12	12	72
12	13	73
12	14	71
12	15	52
12	16	40
12	17	32
12	18	33
12	19	58
12	20	41
12	21	21
12	22	41
12	23	64
12	24	45
12	25	24
12	26	46
12	27	78
12	28	29
12	29	44
12	30	54
12	31	58
12	32	45
12	33	42
12	34	65
12	35	48
12	36	35
12	37	24
12	38	75
12	39	79
12	40	22
12	41	73
12	42	80
12	43	27
12	44	29
12	45	55
12	46	35
12	47	72
12	48	31
12	49	70
12	50	38
12	51	42
12	52	14
12	53	78
12	54	55
12	55	29
12	56	42
12	57	41
12	58	70
12	59	76
12	60	20
12	61	73
12	62	13
12	63	50
12	64	61
12	65	73
12	66	32
12	67	71
12	68	39
12	69	43
12	70	19
12	71	27
12	72	67
12	73	32
12	74	20
12	75	66
12	76	49
12	77	35
12	78	20
12	79	58
12	80	77
12	81	61
12	82	64
12	83	57
12	84	12
12	85	22
12	86	64
12	87	34
12	88	37
12	89	72
12	90	29
12	91	60
12	92	63
12	93	52
12	94	62
12	95	73
12	96	29
12	97	56
12	98	43
12	99	35
12	100	40
12	101	12
12	102	74
12	103	39
12	104	35
12	105	50
12	106	62
12	107	79
12	108	60
12	109	51
12	110	68
12	111	32
12	112	21
12	113	69
12	114	60
12	115	13
12	116	17
12	117	35
12	118	46
12	119	45
12	120	76
12	121	23
12	122	20
12	123	23
12	124	44
12	125	69
12	126	61
12	127	17
12	128	37
12	129	51
12	130	65
12	131	22
12	132	47
12	133	15
12	134	68
12	135	72
12	136	76
12	137	12
12	138	34
12	139	57
12	140	29
12	141	34
12	142	76
12	143	54
12	144	33
12	145	67
12	146	10
12	147	53
12	148	15
12	149	46
12	150	33
12	151	18
12	152	53
12	153	61
12	154	66
12	155	64
12	156	43
12	157	11
12	158	62
12	159	52
12	160	66
12	161	22
12	162	45
12	163	78
12	164	31
12	165	55
12	166	29
12	167	43
12	168	47
12	169	27
12	170	55
12	171	41
12	172	32
12	173	26
12	174	23
12	175	30
12	176	72
